耗材类别	总序号	产品序号	耗材分类代码	"一级分类
（学科、品类）"	"二级分类
（用途、品目）"	"三级分类
（部位、功能、品种）"	"通用名
代码"	"医保
通用名"	"材质
代码"	材质	"特征
代码"	特征参数
	3761	296	C03450410703000	骨科材料	翻修髋关节	髋臼网架	107	人工关节	03	纯钛	000	常规
	3762	297	C03450510701001	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	01	钛合金	001	涂层/通用型/三孔
	3763	298	C03450510701002	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	01	钛合金	002	涂层/通用型/无孔
	3764	299	C03450510701003	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	01	钛合金	003	涂层/通用型/多孔
	3765	300	C03450510701004	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	01	钛合金	004	涂层/专用型/三孔
	3766	301	C03450510701005	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	01	钛合金	005	涂层/专用型/无孔
	3767	302	C03450510701006	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	01	钛合金	006	涂层/专用型/多孔
	3768	303	C03450510701007	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	01	钛合金	007	无涂层/通用型/三孔
	3769	304	C03450510701008	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	01	钛合金	008	无涂层/通用型/无孔
	3770	305	C03450510701009	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	01	钛合金	009	无涂层/通用型/多孔
	3771	306	C03450510701010	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	01	钛合金	010	无涂层/专用型/三孔
	3772	307	C03450510701011	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	01	钛合金	011	无涂层/专用型/无孔
	3773	308	C03450510701012	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	01	钛合金	012	无涂层/专用型/多孔
	3774	309	C03450510701013	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	01	钛合金	013	3D打印/通用型/三孔
	3775	310	C03450510701014	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	01	钛合金	014	3D打印/通用型/无孔
	3776	311	C03450510701015	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	01	钛合金	015	3D打印/通用型/多孔
	3777	312	C03450510701016	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	01	钛合金	016	3D打印/专用型/三孔
	3778	313	C03450510701017	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	01	钛合金	017	3D打印/专用型/无孔
	3779	314	C03450510701018	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	01	钛合金	018	3D打印/专用型/多孔
	3780	315	C03450510702001	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	02	纯钛	001	涂层/通用型/三孔
	3781	316	C03450510702002	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	02	纯钛	002	涂层/通用型/无孔
	3782	317	C03450510702003	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	02	纯钛	003	涂层/通用型/多孔
	3783	318	C03450510702004	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	02	纯钛	004	涂层/专用型/三孔
	3784	319	C03450510702005	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	02	纯钛	005	涂层/专用型/无孔
	3785	320	C03450510702006	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	02	纯钛	006	涂层/专用型/多孔
	3786	321	C03450510702007	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	02	纯钛	007	无涂层/通用型/三孔
	3787	322	C03450510702008	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	02	纯钛	008	无涂层/通用型/无孔
	3788	323	C03450510702009	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	02	纯钛	009	无涂层/通用型/多孔
	3789	324	C03450510702010	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	02	纯钛	010	无涂层/专用型/三孔
	3790	325	C03450510702011	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	02	纯钛	011	无涂层/专用型/无孔
	3791	326	C03450510702012	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	02	纯钛	012	无涂层/专用型/多孔
	3792	327	C03450510702013	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	02	纯钛	013	3D打印/通用型/三孔
	3793	328	C03450510702014	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	02	纯钛	014	3D打印/通用型/无孔
	3794	329	C03450510702015	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	02	纯钛	015	3D打印/通用型/多孔
	3795	330	C03450510702016	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	02	纯钛	016	3D打印/专用型/三孔
	3796	331	C03450510702017	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	02	纯钛	017	3D打印/专用型/无孔
	3797	332	C03450510702018	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	02	纯钛	018	3D打印/专用型/多孔
	3798	333	C03450510703001	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	03	钽金属	001	涂层/通用型/三孔
	3799	334	C03450510703002	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	03	钽金属	002	涂层/通用型/无孔
	3800	335	C03450510703003	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	03	钽金属	003	涂层/通用型/多孔
	3801	336	C03450510703004	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	03	钽金属	004	涂层/专用型/三孔
	3802	337	C03450510703005	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	03	钽金属	005	涂层/专用型/无孔
	3803	338	C03450510703006	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	03	钽金属	006	涂层/专用型/多孔
	3804	339	C03450510703007	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	03	钽金属	007	无涂层/通用型/三孔
	3805	340	C03450510703008	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	03	钽金属	008	无涂层/通用型/无孔
	3806	341	C03450510703009	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	03	钽金属	009	无涂层/通用型/多孔
	3807	342	C03450510703010	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	03	钽金属	010	无涂层/专用型/三孔
	3808	343	C03450510703011	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	03	钽金属	011	无涂层/专用型/无孔
	3809	344	C03450510703012	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	03	钽金属	012	无涂层/专用型/多孔
	3810	345	C03450510703013	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	03	钽金属	013	3D打印/通用型/三孔
	3811	346	C03450510703014	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	03	钽金属	014	3D打印/通用型/无孔
	3812	347	C03450510703015	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	03	钽金属	015	3D打印/通用型/多孔
	3813	348	C03450510703016	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	03	钽金属	016	3D打印/专用型/三孔
	3814	349	C03450510703017	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	03	钽金属	017	3D打印/专用型/无孔
	3815	350	C03450510703018	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	03	钽金属	018	3D打印/专用型/多孔
	3816	351	C03450510704001	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	04	钴铬钼合金及其他	001	涂层/通用型/三孔
	3817	352	C03450510704002	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	04	钴铬钼合金及其他	002	涂层/通用型/无孔
	3818	353	C03450510704003	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	04	钴铬钼合金及其他	003	涂层/通用型/多孔
	3819	354	C03450510704004	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	04	钴铬钼合金及其他	004	涂层/专用型/三孔
	3820	355	C03450510704005	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	04	钴铬钼合金及其他	005	涂层/专用型/无孔
	3821	356	C03450510704006	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	04	钴铬钼合金及其他	006	涂层/专用型/多孔
	3822	357	C03450510704007	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	04	钴铬钼合金及其他	007	无涂层/通用型/三孔
	3823	358	C03450510704008	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	04	钴铬钼合金及其他	008	无涂层/通用型/无孔
	3824	359	C03450510704009	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	04	钴铬钼合金及其他	009	无涂层/通用型/多孔
	3825	360	C03450510704010	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	04	钴铬钼合金及其他	010	无涂层/专用型/三孔
	3826	361	C03450510704011	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	04	钴铬钼合金及其他	011	无涂层/专用型/无孔
	3827	362	C03450510704012	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	04	钴铬钼合金及其他	012	无涂层/专用型/多孔
	3828	363	C03450510704013	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	04	钴铬钼合金及其他	013	3D打印/通用型/三孔
	3829	364	C03450510704014	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	04	钴铬钼合金及其他	014	3D打印/通用型/无孔
	3830	365	C03450510704015	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	04	钴铬钼合金及其他	015	3D打印/通用型/多孔
	3831	366	C03450510704016	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	04	钴铬钼合金及其他	016	3D打印/专用型/三孔
	3832	367	C03450510704017	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	04	钴铬钼合金及其他	017	3D打印/专用型/无孔
	3833	368	C03450510704018	骨科材料	翻修髋关节	金属髋臼杯	107	人工关节	04	钴铬钼合金及其他	018	3D打印/专用型/多孔
	3834	369	C03450610701001	骨科材料	翻修髋关节	非金属髋臼杯	107	人工关节	01	高交联聚乙烯	001	含抗氧化剂
	3835	370	C03450610701002	骨科材料	翻修髋关节	非金属髋臼杯	107	人工关节	01	高交联聚乙烯	002	不含抗氧化剂
	3836	371	C03450610702001	骨科材料	翻修髋关节	非金属髋臼杯	107	人工关节	02	中交联聚乙烯	001	含抗氧化剂
	3837	372	C03450610702002	骨科材料	翻修髋关节	非金属髋臼杯	107	人工关节	02	中交联聚乙烯	002	不含抗氧化剂
	3838	373	C03450710701001	骨科材料	翻修髋关节	髋臼垫块	107	人工关节	01	钛合金	001	实心/普通工艺
	3839	374	C03450710701002	骨科材料	翻修髋关节	髋臼垫块	107	人工关节	01	钛合金	002	实心/3D打印
	3840	375	C03450710701003	骨科材料	翻修髋关节	髋臼垫块	107	人工关节	01	钛合金	003	空心/普通工艺
	3841	376	C03450710701004	骨科材料	翻修髋关节	髋臼垫块	107	人工关节	01	钛合金	004	空心/3D打印
	3842	377	C03450710702001	骨科材料	翻修髋关节	髋臼垫块	107	人工关节	02	钴铬钼合金	001	实心/普通工艺
	3843	378	C03450710702002	骨科材料	翻修髋关节	髋臼垫块	107	人工关节	02	钴铬钼合金	002	实心/3D打印
	3844	379	C03450710702003	骨科材料	翻修髋关节	髋臼垫块	107	人工关节	02	钴铬钼合金	003	空心/普通工艺
	3845	380	C03450710702004	骨科材料	翻修髋关节	髋臼垫块	107	人工关节	02	钴铬钼合金	004	空心/3D打印
	3846	381	C03450710703001	骨科材料	翻修髋关节	髋臼垫块	107	人工关节	03	钽金属	001	实心/普通工艺
	3847	382	C03450710703002	骨科材料	翻修髋关节	髋臼垫块	107	人工关节	03	钽金属	002	实心/3D打印
	3848	383	C03450710703003	骨科材料	翻修髋关节	髋臼垫块	107	人工关节	03	钽金属	003	空心/普通工艺
	3849	384	C03450710703004	骨科材料	翻修髋关节	髋臼垫块	107	人工关节	03	钽金属	004	空心/3D打印
	3850	385	C03450710704001	骨科材料	翻修髋关节	髋臼垫块	107	人工关节	04	纯钛	001	实心/普通工艺
	3851	386	C03450710704002	骨科材料	翻修髋关节	髋臼垫块	107	人工关节	04	纯钛	002	实心/3D打印
	3852	387	C03450710704003	骨科材料	翻修髋关节	髋臼垫块	107	人工关节	04	纯钛	003	空心/普通工艺
	3853	388	C03450710704004	骨科材料	翻修髋关节	髋臼垫块	107	人工关节	04	纯钛	004	空心/3D打印
	3854	389	C03450810700001	骨科材料	翻修髋关节	髋臼螺钉	107	人工关节	00	不区分	001	锁定
	3855	390	C03450810700002	骨科材料	翻修髋关节	髋臼螺钉	107	人工关节	00	不区分	002	非锁定
	3856	391	C03450910700000	骨科材料	翻修髋关节	垫块螺钉	107	人工关节	00	不区分	000	常规
	3857	392	C03451010701001	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	01	锆铌合金	001	锥度锁定/普通型
	3858	393	C03451010701002	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	01	锆铌合金	002	锥度锁定/偏心型
	3859	394	C03451010701003	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	01	锆铌合金	003	锥度锁定/限制型
	3860	395	C03451010701004	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	01	锆铌合金	004	卡环锁定/普通型
	3861	396	C03451010701005	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	01	锆铌合金	005	卡环锁定/偏心型
	3862	397	C03451010701006	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	01	锆铌合金	006	卡环锁定/限制型
	3863	398	C03451010702001	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	02	高交联聚乙烯	001	锥度锁定/普通型
	3864	399	C03451010702002	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	02	高交联聚乙烯	002	锥度锁定/偏心型
	3865	400	C03451010702003	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	02	高交联聚乙烯	003	锥度锁定/限制型
	3866	401	C03451010702004	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	02	高交联聚乙烯	004	卡环锁定/普通型
	3867	402	C03451010702005	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	02	高交联聚乙烯	005	卡环锁定/偏心型
	3868	403	C03451010702006	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	02	高交联聚乙烯	006	卡环锁定/限制型
	3869	404	C03451010703001	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	03	抗氧化聚乙烯	001	锥度锁定/普通型
	3870	405	C03451010703002	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	03	抗氧化聚乙烯	002	锥度锁定/偏心型
	3871	406	C03451010703003	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	03	抗氧化聚乙烯	003	锥度锁定/限制型
	3872	407	C03451010703004	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	03	抗氧化聚乙烯	004	卡环锁定/普通型
	3873	408	C03451010703005	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	03	抗氧化聚乙烯	005	卡环锁定/偏心型
	3874	409	C03451010703006	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	03	抗氧化聚乙烯	006	卡环锁定/限制型
	3875	410	C03451010704001	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	04	普通聚乙烯	001	锥度锁定/普通型
	3876	411	C03451010704002	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	04	普通聚乙烯	002	锥度锁定/偏心型
	3877	412	C03451010704003	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	04	普通聚乙烯	003	锥度锁定/限制型
	3878	413	C03451010704004	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	04	普通聚乙烯	004	卡环锁定/普通型
	3879	414	C03451010704005	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	04	普通聚乙烯	005	卡环锁定/偏心型
	3880	415	C03451010704006	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	04	普通聚乙烯	006	卡环锁定/限制型
	3881	416	C03451010705001	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	05	三代陶瓷	001	锥度锁定/普通型
	3882	417	C03451010705002	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	05	三代陶瓷	002	锥度锁定/偏心型
	3883	418	C03451010705003	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	05	三代陶瓷	003	锥度锁定/限制型
	3884	419	C03451010705004	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	05	三代陶瓷	004	卡环锁定/普通型
	3885	420	C03451010705005	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	05	三代陶瓷	005	卡环锁定/偏心型
	3886	421	C03451010705006	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	05	三代陶瓷	006	卡环锁定/限制型
	3887	422	C03451010706001	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	06	四代陶瓷	001	锥度锁定/普通型
	3888	423	C03451010706002	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	06	四代陶瓷	002	锥度锁定/偏心型
	3889	424	C03451010706003	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	06	四代陶瓷	003	锥度锁定/限制型
	3890	425	C03451010706004	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	06	四代陶瓷	004	卡环锁定/普通型
	3891	426	C03451010706005	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	06	四代陶瓷	005	卡环锁定/偏心型
	3892	427	C03451010706006	骨科材料	翻修髋关节	髋臼内衬	107	人工关节	06	四代陶瓷	006	卡环锁定/限制型
	3893	428	C03451110701000	骨科材料	翻修髋关节	股骨颈	107	人工关节	01	钛合金	000	常规
	3894	429	C03451110702000	骨科材料	翻修髋关节	股骨颈	107	人工关节	02	钴铬钼合金	000	常规
	3895	430	C03451210701000	骨科材料	翻修髋关节	链接螺栓	107	人工关节	01	钴铬钼合金	000	常规
	3896	431	C03451210702000	骨科材料	翻修髋关节	链接螺栓	107	人工关节	02	钛合金	000	常规
	3897	432	C03451310700001	骨科材料	翻修髋关节	翻修置换人工髋关节其他部件	107	人工关节	00	不区分	001	粗隆爪螺钉
	3898	433	C03460110701001	骨科材料	半髋关节	双极头	107	人工关节	01	钴铬钼合金	001	组配式
	3899	434	C03460110701002	骨科材料	半髋关节	双极头	107	人工关节	01	钴铬钼合金	002	一体式
	3900	435	C03460110702001	骨科材料	半髋关节	双极头	107	人工关节	02	钛合金	001	组配式
	3901	436	C03460110702002	骨科材料	半髋关节	双极头	107	人工关节	02	钛合金	002	一体式
	3902	437	C03460110703001	骨科材料	半髋关节	双极头	107	人工关节	03	聚乙烯	001	组配式
	3903	438	C03460110703002	骨科材料	半髋关节	双极头	107	人工关节	03	聚乙烯	002	一体式
	3904	439	C03460110704001	骨科材料	半髋关节	双极头	107	人工关节	04	不锈钢	001	组配式
	3905	440	C03460110704002	骨科材料	半髋关节	双极头	107	人工关节	04	不锈钢	002	一体式
颅骨矫形器械	3906	1	C04010511800000	神经外科材料	颅骨固定/修补材料	其他颅骨固定/修补材料	118	修补材料	00	不区分	000	其他
	3907	2	C04010511800001	神经外科材料	颅骨固定/修补材料	其他颅骨固定/修补材料	118	修补材料	00	不区分	001	颅骨填充
刨骨器	3908	1	C03480511500000	骨科材料	动力系统	刨刀	115	刨刀	00	不区分	000	常规
球囊扩张导管	3909	1	C01010200201001	非血管介入治疗类材料	呼吸介入材料	气道球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	001	止血球囊/单级球囊/普通
	3910	2	C01010200201002	非血管介入治疗类材料	呼吸介入材料	气道球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	002	止血球囊/单级球囊/可过导丝
	3911	3	C01010200201003	非血管介入治疗类材料	呼吸介入材料	气道球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	003	止血球囊/多级球囊/普通
	3912	4	C01010200201004	非血管介入治疗类材料	呼吸介入材料	气道球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	004	止血球囊/多级球囊/可过导丝
	3913	5	C01010200201005	非血管介入治疗类材料	呼吸介入材料	气道球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	005	扩张球囊/单级球囊/普通
	3914	6	C01010200201006	非血管介入治疗类材料	呼吸介入材料	气道球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	006	扩张球囊/单级球囊/可过导丝
	3915	7	C01010200201007	非血管介入治疗类材料	呼吸介入材料	气道球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	007	扩张球囊/多级球囊/普通
	3916	8	C01010200201008	非血管介入治疗类材料	呼吸介入材料	气道球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	008	扩张球囊/多级球囊/可过导丝
	3917	9	C01010200202001	非血管介入治疗类材料	呼吸介入材料	气道球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	001	止血球囊/单级球囊/普通
	3918	10	C01010200202002	非血管介入治疗类材料	呼吸介入材料	气道球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	002	止血球囊/单级球囊/可过导丝
	3919	11	C01010200202003	非血管介入治疗类材料	呼吸介入材料	气道球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	003	止血球囊/多级球囊/普通
	3920	12	C01010200202004	非血管介入治疗类材料	呼吸介入材料	气道球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	004	止血球囊/多级球囊/可过导丝
	3921	13	C01010200202005	非血管介入治疗类材料	呼吸介入材料	气道球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	005	扩张球囊/单级球囊/普通
	3922	14	C01010200202006	非血管介入治疗类材料	呼吸介入材料	气道球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	006	扩张球囊/单级球囊/可过导丝
	3923	15	C01010200202007	非血管介入治疗类材料	呼吸介入材料	气道球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	007	扩张球囊/多级球囊/普通
	3924	16	C01010200202008	非血管介入治疗类材料	呼吸介入材料	气道球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	008	扩张球囊/多级球囊/可过导丝
	3925	17	C01020100200001	非血管介入治疗类材料	消化介入材料	贲门球囊	002	球囊	00	不区分	001	注气体/带导丝
	3926	18	C01020100200002	非血管介入治疗类材料	消化介入材料	贲门球囊	002	球囊	00	不区分	002	注气体/不带导丝
	3927	19	C01020100200003	非血管介入治疗类材料	消化介入材料	贲门球囊	002	球囊	00	不区分	003	注液体/带导丝
	3928	20	C01020100200004	非血管介入治疗类材料	消化介入材料	贲门球囊	002	球囊	00	不区分	004	注液体/不带导丝
	3929	21	C01020200201001	非血管介入治疗类材料	消化介入材料	食道球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	001	单级扩张球囊/不带导丝
	3930	22	C01020200201002	非血管介入治疗类材料	消化介入材料	食道球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	002	单级扩张球囊/带导丝
	3931	23	C01020200201003	非血管介入治疗类材料	消化介入材料	食道球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	003	多级扩张球囊/不带导丝
	3932	24	C01020200201004	非血管介入治疗类材料	消化介入材料	食道球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	004	多级扩张球囊/带导丝
	3933	25	C01020200202001	非血管介入治疗类材料	消化介入材料	食道球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	001	单级扩张球囊/不带导丝
	3934	26	C01020200202002	非血管介入治疗类材料	消化介入材料	食道球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	002	单级扩张球囊/带导丝
	3935	27	C01020200202003	非血管介入治疗类材料	消化介入材料	食道球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	003	多级扩张球囊/不带导丝
	3936	28	C01020200202004	非血管介入治疗类材料	消化介入材料	食道球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	004	多级扩张球囊/带导丝
	3937	29	C01020300201001	非血管介入治疗类材料	消化介入材料	肠道扩张球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	001	单级扩张球囊/带导丝
	3938	30	C01020300201002	非血管介入治疗类材料	消化介入材料	肠道扩张球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	002	单级扩张球囊/不带导丝
	3939	31	C01020300201003	非血管介入治疗类材料	消化介入材料	肠道扩张球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	003	多级扩张球囊/带导丝
	3940	32	C01020300201004	非血管介入治疗类材料	消化介入材料	肠道扩张球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	004	多级扩张球囊/不带导丝
	3941	33	C01020300202001	非血管介入治疗类材料	消化介入材料	肠道扩张球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	001	单级扩张球囊/带导丝
	3942	34	C01020300202002	非血管介入治疗类材料	消化介入材料	肠道扩张球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	002	单级扩张球囊/不带导丝
	3943	35	C01020300202003	非血管介入治疗类材料	消化介入材料	肠道扩张球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	003	多级扩张球囊/带导丝
	3944	36	C01020300202004	非血管介入治疗类材料	消化介入材料	肠道扩张球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	004	多级扩张球囊/不带导丝
	3945	37	C01020400201001	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	001	扩张胆管/传统长交换方式/单出水口球囊
	3946	38	C01020400201002	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	002	扩张胆管/传统长交换方式/双出水口球囊
	3947	39	C01020400201003	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	003	扩张胆管/快速短交换方式/单出水口球囊
	3948	40	C01020400201004	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	004	扩张胆管/快速短交换方式/双出水口球囊
	3949	41	C01020400201005	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	005	扩张乳头/传统长交换方式/单出水口球囊
	3950	42	C01020400201006	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	006	扩张乳头/传统长交换方式/双出水口球囊
	3951	43	C01020400201007	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	007	扩张乳头/快速短交换方式/单出水口球囊
	3952	44	C01020400201008	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	008	扩张乳头/快速短交换方式/双出水口球囊
	3953	45	C01020400201009	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	009	扩张胰管/传统长交换方式/单出水口球囊
	3954	46	C01020400201010	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	010	扩张胰管/传统长交换方式/双出水口球囊
	3955	47	C01020400201011	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	011	扩张胰管/快速短交换方式/单出水口球囊
	3956	48	C01020400201012	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	01	嵌段聚醚酰胺树脂（Pebax）	012	扩张胰管/快速短交换方式/双出水口球囊
	3957	49	C01020400202001	非血管介入治疗类材料	消化介入材料	胆胰扩张球囊	002	球囊	02	聚对苯二甲酸乙二醇脂（PET）	001	扩张胆管/传统长交换方式/单出水口球囊
